Year,FacilityID,FacilityOwner,FacilityName,Type,SubType,SourceName,SourceType,Sub-Basin,8DigitHUC,County,TotalIntake(MG),month,monthlyWaterUse,Date,monthlyWaterUseMG,NewWaterType,NewSubType
2008,0429-0002,Smithfield Foods,Smithfield Packing - Tar Heel Division,Industrial,Animal processing,9 Wells,Well,Lumber River (09-1),3040203,Bladen,514.213,8,41.075,8/1/2008,41.075,Groundwater,Food
2008,0705-0001,"True Textiles, Inc.","True Elkin, Inc.",Industrial,Textile manufacturing,Big Elkin Creek and Yadkin River,Stream and River,Yadkin River (18-1),3040101,Surry,241.386,8,22.904,8/1/2008,22.904,Surface Water,Textile Manufacturing
2008,0426-0001,"Tyson Foods, Inc",River Valley Animal Foods,Industrial,Animal processing,6 Wells,Well,South Yadkin River (18-2),3040102,Iredell,54.347,8,5.301,8/1/2008,5.301,Groundwater,Food
2008,0713-0001,"Valley Proteins, Inc.","Carolina By- Products, Gastonia Division",Industrial,Animal processing,Crowders Creek and Well,Stream and Well,Catawba River (03-1),3050101,Gaston,94.2,8,7.8,8/1/2008,7.8,Surface Water,Food
2008,0205-0003,Weyerhaeuser Company,Weyerhaeuser Company,Industrial,Wood/Paper products,4 Wells and a River,River and Well,Neuse River (10-1),3030003,Craven,5622.17,8,496.62,8/1/2008,496.62,Mix,Wood & Paper Products
2008,0601-0001,"Zink Imaging, Inc.","Zink Imaging, Inc.",Industrial,Chemical/Pharmaceutical manufacturing/processing,2 Wells,Well,Haw River (02-1),3030002,Guilford,34.878,8,3.286,8/1/2008,3.286,Groundwater,Chemical
2009,0292-0001,"Alamac American Knits, LLC",Alamac American Knits,Industrial,Textile manufacturing,"Wells 1,2,4 and 5",Well,Lumber River (09-1),3040203,Robeson,165.79,8,14.88,8/1/2009,14.88,Groundwater,Textile Manufacturing
2009,0423-0001,Allen Canning Company,Allen Canning Company #7,Industrial,Aquaculture,East and West wells,Well,South River (02-4),3030006,Sampson,148.71,8,14.84,8/1/2009,14.84,Groundwater,Animal Production and Aquaculture
2009,0004-0001,"American & Efird, Inc.",Plant 15,Industrial,Textile manufacturing,Catawba River,River,Catawba River (03-1),3050101,Gaston,246.603,8,25.872,8/1/2009,25.872,Surface Water,Textile Manufacturing
2009,0385-0001,Arauco Panels USA LLC,Moncure Division,Industrial,Wood/Paper products,Haw River,River,Haw River (02-1),3030002,Chatham,16.273,8,1.643,8/1/2009,1.643,Surface Water,Wood & Paper Products
2009,0009-0001,Archer Daniels Midland Company,Southport Plant 789,Industrial,Chemical/Pharmaceutical manufacturing/processing,Construction well,Well,Cape Fear River (02-3),3030005,Brunswick,16.02,8,0,8/1/2009,0,Groundwater,Chemical
2009,0432-0001,"Avoca, Inc.",Avoca Farms,Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells 1 and 2,Well,Chowan River (04-1),3010203,Bertie,38.217,8,3.937,8/1/2009,3.937,Groundwater,Chemical
2009,0249-0001,Baxter Healthcare Corporation,Baxter North Cove Facility,Industrial,Chemical/Pharmaceutical manufacturing/processing,"Wells 1,3,5 and 9",Well,Catawba River (03-1),3050101,McDowell,415.69,8,33.48,8/1/2009,33.48,Groundwater,Chemical
2009,0350-0001,"Blue Ridge Paper Products, Inc.",Canton Mill,Industrial,Wood/Paper products,Pigeon River,River,Pigeon River (05-3),6010106,Haywood,10414.86,8,867.69,8/1/2009,867.69,Surface Water,Wood & Paper Products
2009,0786-0001,Blue Ridge Tissue Corp,Blue Ridge Tissue Corp - Patterson Mill,Industrial,Wood/Paper products,In-take Pump and Fire Pump,River,Yadkin River (18-1),3040101,Caldwell,38.353,8,2.728,8/1/2009,2.728,Surface Water,Wood & Paper Products
2009,0095-0001,"Cascades Holdings US, Inc.",West Point Home Filter/Waste Treatment,Industrial,Textile manufacturing,"Pumps 1,2 and 3",River,Lumber River (09-1),3040203,Scotland,143.319,8,12.338,8/1/2009,12.338,Surface Water,Textile Manufacturing
2009,0353-0001,Clariant Corporation,Mt. Holly Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,"21 Deep Wells, 115 Shallow Wells, and Catawba River",River and Well,Catawba River (03-1),3050101,Mecklenburg,28.59,8,2.47,8/1/2009,2.47,Mix,Chemical
2009,0359-0001,"CNA Holdings, Inc.","CNA Holdings, Inc.-TICONA",Industrial,Metal/Plastic/Fiberglass manufacturing,Buffalo Creek,Stream,Broad River (01-1),3050105,Cleveland,152.714,8,15.748,8/1/2009,15.748,Surface Water,Metal/Plastic/Fiberglass
2009,0045-0001,Coats American,Sevier Finishing Plant,Industrial,Textile manufacturing,Armstrong Creek,Stream,Catawba River (03-1),3050101,McDowell,327.9,8,28,8/1/2009,28,Surface Water,Textile Manufacturing
2009,0382-0001,"Copland Industries, Inc","Copland Industries, Inc",Industrial,Textile manufacturing,Stoney Creek,Reservoir,Haw River (02-1),3030002,Alamance,31.9,8,0.95,8/1/2009,0.95,Surface Water,Textile Manufacturing
2009,0779-0001,Corning Incorporated,Corning - Wilmington Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"Wells 1,2,3,4 and 5",Well,Cape Fear River (02-3),3030007,New Hanover,111.14,8,11.78,8/1/2009,11.78,Groundwater,Metal/Plastic/Fiberglass
2009,0434-0001,"Dak Monomers, LLC",DAK Americas - Cape Fear Site,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River,River,Cape Fear River (02-3),3030005,Brunswick,1863.018,8,151.962,8/1/2009,151.962,Surface Water,Chemical
2009,0055-0001,"Delta Apparel, Inc.","Delta Apparel, Inc.",Industrial,Textile manufacturing,Catawba River,River,South Fork Catawba River (03-2),3030004,Catawba,292.191,8,23.219,8/1/2009,23.219,Surface Water,Textile Manufacturing
2009,0059-0003,Dupont,Dupont Company - Fayetteville,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River and DERC Clubhouse,River and Well,Cape Fear River (02-3),3030005,Bladen,3738.118,8,451.05,8/1/2009,451.05,Mix,Chemical
2009,0141-0001,Elementis Chromium L.P.,Elementis Chromium Castle Hayne Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"PW-7,8,9 and Intake Canal",River and Well,Northeast Cape Fear River (02-5),3030007,New Hanover,402.564,8,35.371,8/1/2009,35.371,Mix,Metal/Plastic/Fiberglass
2009,0296-0001,General Electric Company,GE Wilmington,Industrial,Chemical/Pharmaceutical manufacturing/processing,19 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,205.513,8,19.251,8/1/2009,19.251,Groundwater,Chemical
2009,0066-0001,International Paper,Riegelwood Mill,Industrial,Wood/Paper products,Lower Cape Fear River,River,Cape Fear River (02-3),3030005,Columbus,11621.7,8,1078.8,8/1/2009,1078.8,Surface Water,Wood & Paper Products
2009,0358-0002,Invista Sarl,"Invista, Sarl",Industrial,Textile manufacturing,6 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,427.926,8,32.86,8/1/2009,32.86,Groundwater,Textile Manufacturing
2009,0670-0001,Jackson Paper Manufacturing Company,Jackson Paper Manufacturing Company,Industrial,Wood/Paper products,Scotts Creek,Stream,Tuskasegee River (07-2),6010203,Jackson,29.836,8,3.375,8/1/2009,3.375,Surface Water,Wood & Paper Products
2009,0037-0001,Kapston Kraft Paper Corp.,Roanoke Rapids Mill,Industrial,Wood/Paper products,Roanoke River,River,Roanoke River (14-1),3010107,Halifax,6575.1,8,740.9,8/1/2009,740.9,Surface Water,Wood & Paper Products
2009,0060-0001,"Kordsa, Inc.","Kordsa, Inc.",Industrial,Textile manufacturing,Kordsa Well,Well,Big Shoe Heel Creek (09-2),3040204,Scotland,1.771,8,0.216,8/1/2009,0.216,Groundwater,Textile Manufacturing
2009,0001-0001,Lousiana Pacific Corporation,Lousiana Pacific Corporation,Industrial,Wood/Paper products,Yadkin River and 2 Wells,River and Well,Yadkin River (18-1),3040101,Wilkes,421.692,8,46.748,8/1/2009,46.748,Mix,Wood & Paper Products
2009,0720-0001,Nucor Corporation,Nucor Steel,Industrial,Metal/Plastic/Fiberglass manufacturing,Fire Pump and 9 Wells,Well and Pond,Chowan River (04-1),3010203,Hertford,268.767,8,29.636,8/1/2009,29.636,Surface Water,Metal/Plastic/Fiberglass
2009,0142-0001,Occidental Chemical Corp.,Castle Hayne Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,26 Wells,Well,Northeast Cape Fear River (02-5),3030007,New Hanover,31.917,8,2.759,8/1/2009,2.759,Groundwater,Chemical
2009,0230-0002,"Perdue Farms, Inc.",Cofield Facility,Industrial,Animal processing,3 Wells,Well,Chowan River (04-1),3010203,Hertford,588.97,8,52.08,8/1/2009,52.08,Groundwater,Food
2009,0230-0001,"Perdue Farms, Inc.",Lewiston,Industrial,Animal processing,8 Wells,Well,Roanoke River (14-1),3010107,Bertie,978.09,8,78.43,8/1/2009,78.43,Groundwater,Food
2009,0383-0001,Performance Fibers Inc.,Performance Fibers - New Hill Facility,Industrial,Textile manufacturing,Haw River,River,Haw River (02-1),3030002,Chatham,68.941,8,6.541,8/1/2009,6.541,Surface Water,Textile Manufacturing
2009,0383-0002,Performance Fibers Inc.,Performance Fibers - Salisbury Facility,Industrial,Textile manufacturing,Second Creek,Stream,South Yadkin River (18-2),3040102,Rowan,171.53,8,11.687,8/1/2009,11.687,Surface Water,Textile Manufacturing
2009,0285-0007,Pilgrim's Pride,Gold Kist,Industrial,Animal processing,Deep River,River,Deep River (02-2),3030003,Lee,287.588,8,21.257,8/1/2009,21.257,Surface Water,Food
2009,0146-0001,RENOVA Partners,Davidson River Village,Industrial,Wood/Paper products,No Source Listed,No Source Listed,French Broad River (05-2),6010105,Transylvania,0,8,0,8/1/2009,0,No Source Listed,Wood & Paper Products
2009,0248-0001,Siemens Westinghouse Power Corporation,Charlotte Turbine Generator Service Center,Industrial,Metal/Plastic/Fiberglass manufacturing,Lake Wylie,Lake,Catawba River (03-1),3050101,Mecklenburg,1996.55,8,169.57,8/1/2009,169.57,Surface Water,Metal/Plastic/Fiberglass
2009,0429-0003,Smithfield Foods,Clinton Plant,Industrial,Animal processing,Smithfield Clinton Wells 1 and 2,Well,South River (02-4),3030006,Sampson,408.527,8,33.046,8/1/2009,33.046,Groundwater,Food
2009,0429-0002,Smithfield Foods,Smithfield Packing - Tar Heel Division,Industrial,Animal processing,9 Wells,Well,Lumber River (09-1),3040203,Bladen,549.334,8,45.012,8/1/2009,45.012,Groundwater,Food
2009,0338-0001,Teledyne Allvac,Monroe Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,Lower Pond,Pond,Rocky River (18-4),3040105,Union,730,8,62,8/1/2009,62,Surface Water,Metal/Plastic/Fiberglass
2009,0705-0001,"True Textiles, Inc.","True Elkin, Inc.",Industrial,Textile manufacturing,Big Elkin Creek and Yadkin River,Stream and River,Yadkin River (18-1),3040101,Surry,125.101,8,11.6,8/1/2009,11.6,Surface Water,Textile Manufacturing
2009,0426-0001,"Tyson Foods, Inc",River Valley Animal Foods,Industrial,Animal processing,6 Wells,Well,South Yadkin River (18-2),3040102,Iredell,59.578,8,5.394,8/1/2009,5.394,Groundwater,Food
2009,0713-0001,"Valley Proteins, Inc.","Carolina By- Products, Gastonia Division",Industrial,Animal processing,Crowders Creek and Well,Stream and Well,Catawba River (03-1),3050101,Gaston,94.2,8,7.8,8/1/2009,7.8,Surface Water,Food
2009,0205-0003,Weyerhaeuser Company,Weyerhaeuser Company,Industrial,Wood/Paper products,4 Wells and a River,River and Well,Neuse River (10-1),3030003,Craven,4894.43,8,484.84,8/1/2009,484.84,Mix,Wood & Paper Products
2009,0601-0001,"Zink Imaging, Inc.","Zink Imaging, Inc.",Industrial,Chemical/Pharmaceutical manufacturing/processing,2 Wells,Well,Haw River (02-1),3030002,Guilford,28.169,8,3.317,8/1/2009,3.317,Groundwater,Chemical
2010,0292-0001,"Alamac American Knits, LLC",Alamac American Knits,Industrial,Textile manufacturing,"Wells 1,2,4 and 5",Well,Lumber River (09-1),3040203,Robeson,146.09,8,14.57,8/1/2010,14.57,Groundwater,Textile Manufacturing
2010,0423-0001,Allen Canning Company,Allen Canning Company #7,Industrial,Aquaculture,East and West wells,Well,South River (02-4),3030006,Sampson,177.61,8,13.16,8/1/2010,13.16,Groundwater,Animal Production and Aquaculture
2010,0004-0001,"American & Efird, Inc.",Plant 15,Industrial,Textile manufacturing,Catawba River,River,Catawba River (03-1),3050101,Gaston,213.369,8,22.848,8/1/2010,22.848,Surface Water,Textile Manufacturing
2010,0385-0001,Arauco Panels USA LLC,Moncure Division,Industrial,Wood/Paper products,Haw River,River,Haw River (02-1),3030002,Chatham,17.363,8,1.38,8/1/2010,1.38,Surface Water,Wood & Paper Products
2010,0009-0001,Archer Daniels Midland Company,Southport Plant 789,Industrial,Chemical/Pharmaceutical manufacturing/processing,Construction well,Well,Cape Fear River (02-3),3030005,Brunswick,0,8,0,8/1/2010,0,Groundwater,Chemical
2010,0432-0001,"Avoca, Inc.",Avoca Farms,Industrial,Chemical/Pharmaceutical manufacturing/processing,Wells 1 and 2,Well,Chowan River (04-1),3010203,Bertie,43.377,8,3.689,8/1/2010,3.689,Groundwater,Chemical
2010,0249-0001,Baxter Healthcare Corporation,Baxter North Cove Facility,Industrial,Chemical/Pharmaceutical manufacturing/processing,"Wells 1,3,5 and 9",Well,Catawba River (03-1),3050101,McDowell,430.87,8,37.82,8/1/2010,37.82,Groundwater,Chemical
2010,0350-0001,"Blue Ridge Paper Products, Inc.",Canton Mill,Industrial,Wood/Paper products,Pigeon River,River,Pigeon River (05-3),6010106,Haywood,11042.93,8,992.62,8/1/2010,992.62,Surface Water,Wood & Paper Products
2010,0786-0001,Blue Ridge Tissue Corp,Blue Ridge Tissue Corp - Patterson Mill,Industrial,Wood/Paper products,In-take Pump and Fire Pump,River,Yadkin River (18-1),3040101,Caldwell,66.043,8,8.401,8/1/2010,8.401,Surface Water,Wood & Paper Products
2010,0095-0001,"Cascades Holdings US, Inc.",West Point Home Filter/Waste Treatment,Industrial,Textile manufacturing,"Pumps 1,2 and 3",River,Lumber River (09-1),3040203,Scotland,216.349,8,16.306,8/1/2010,16.306,Surface Water,Textile Manufacturing
2010,0353-0001,Clariant Corporation,Mt. Holly Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,"21 Deep Wells, 115 Shallow Wells, and Catawba River",River and Well,Catawba River (03-1),3050101,Mecklenburg,41.323,8,4.59,8/1/2010,4.59,Mix,Chemical
2010,0359-0001,"CNA Holdings, Inc.","CNA Holdings, Inc.-TICONA",Industrial,Metal/Plastic/Fiberglass manufacturing,Buffalo Creek,Stream,Broad River (01-1),3050105,Cleveland,57.271,8,0,8/1/2010,0,Surface Water,Metal/Plastic/Fiberglass
2010,0045-0001,Coats American,Sevier Finishing Plant,Industrial,Textile manufacturing,Armstrong Creek,Stream,Catawba River (03-1),3050101,McDowell,50.005,8,4.247,8/1/2010,4.247,Surface Water,Textile Manufacturing
2010,0382-0001,"Copland Industries, Inc","Copland Industries, Inc",Industrial,Textile manufacturing,Stoney Creek,Reservoir,Haw River (02-1),3030002,Alamance,14.646,8,1.288,8/1/2010,1.288,Surface Water,Textile Manufacturing
2010,0779-0001,Corning Incorporated,Corning - Wilmington Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"Wells 1,2,3,4 and 5",Well,Cape Fear River (02-3),3030007,New Hanover,111.14,8,11.78,8/1/2010,11.78,Groundwater,Metal/Plastic/Fiberglass
2010,0434-0001,"Dak Monomers, LLC",DAK Americas - Cape Fear Site,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River,River,Cape Fear River (02-3),3030005,Brunswick,1795.8,8,152.52,8/1/2010,152.52,Surface Water,Chemical
2010,0055-0001,"Delta Apparel, Inc.","Delta Apparel, Inc.",Industrial,Textile manufacturing,Catawba River,River,South Fork Catawba River (03-2),3030004,Catawba,340.455,8,30.752,8/1/2010,30.752,Surface Water,Textile Manufacturing
2010,0059-0003,Dupont,Dupont Company - Fayetteville,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River and DERC Clubhouse,River and Well,Cape Fear River (02-3),3030005,Bladen,3978.585,8,560.108,8/1/2010,560.108,Mix,Chemical
2010,0141-0001,Elementis Chromium L.P.,Elementis Chromium Castle Hayne Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"PW-7,8,9 and Intake Canal",River and Well,Northeast Cape Fear River (02-5),3030007,New Hanover,445.033,8,37.789,8/1/2010,37.789,Mix,Metal/Plastic/Fiberglass
2010,0818-0001,Elkay Manufacturing,Elkay Plumbing Products Company,Industrial,Metal/Plastic/Fiberglass manufacturing,"Pumps 1,2,3,4 and 5",Well,Lumber River (09-1),3040203,Robeson,2.86,8,0.253,8/1/2010,0.253,Groundwater,Metal/Plastic/Fiberglass
2010,0807-0001,Gavilon Fertizer,Gavilon Fertilizer - Wilmington,Industrial,Chemical/Pharmaceutical manufacturing/processing,Northeast Cape Fear River,River,Cape Fear River (02-3),3030007,New Hanover,16.8,8,0,8/1/2010,0,Surface Water,Chemical
2010,0296-0001,General Electric Company,GE Wilmington,Industrial,Chemical/Pharmaceutical manufacturing/processing,19 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,166.506,8,14.446,8/1/2010,14.446,Groundwater,Chemical
2010,0066-0001,International Paper,Riegelwood Mill,Industrial,Wood/Paper products,Lower Cape Fear River,River,Cape Fear River (02-3),3030005,Columbus,12666.1,8,1153.2,8/1/2010,1153.2,Surface Water,Wood & Paper Products
2010,0358-0002,Invista Sarl,"Invista, Sarl",Industrial,Textile manufacturing,6 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,396.07,8,31.31,8/1/2010,31.31,Groundwater,Textile Manufacturing
2010,0670-0001,Jackson Paper Manufacturing Company,Jackson Paper Manufacturing Company,Industrial,Wood/Paper products,Scotts Creek,Stream,Tuskasegee River (07-2),6010203,Jackson,29.38,8,1.46,8/1/2010,1.46,Surface Water,Wood & Paper Products
2010,0037-0001,Kapston Kraft Paper Corp.,Roanoke Rapids Mill,Industrial,Wood/Paper products,Roanoke River,River,Roanoke River (14-1),3010107,Halifax,6403.24,8,769.42,8/1/2010,769.42,Surface Water,Wood & Paper Products
2010,0060-0001,"Kordsa, Inc.","Kordsa, Inc.",Industrial,Textile manufacturing,Kordsa Well,Well,Big Shoe Heel Creek (09-2),3040204,Scotland,1.278,8,0.093,8/1/2010,0.093,Groundwater,Textile Manufacturing
2010,0001-0001,Lousiana Pacific Corporation,Lousiana Pacific Corporation,Industrial,Wood/Paper products,Yadkin River and 2 Wells,River and Well,Yadkin River (18-1),3040101,Wilkes,752.956,8,81.127,8/1/2010,81.127,Mix,Wood & Paper Products
2010,0720-0001,Nucor Corporation,Nucor Steel,Industrial,Metal/Plastic/Fiberglass manufacturing,Fire Pump and 9 Wells,Well and Pond,Chowan River (04-1),3010203,Hertford,304.838,8,29.326,8/1/2010,29.326,Surface Water,Metal/Plastic/Fiberglass
2010,0142-0001,Occidental Chemical Corp.,Castle Hayne Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,26 Wells,Well,Northeast Cape Fear River (02-5),3030007,New Hanover,31.582,8,2.728,8/1/2010,2.728,Groundwater,Chemical
2010,0230-0002,"Perdue Farms, Inc.",Cofield Facility,Industrial,Animal processing,3 Wells,Well,Chowan River (04-1),3010203,Hertford,609.429,8,53.382,8/1/2010,53.382,Groundwater,Food
2010,0230-0001,"Perdue Farms, Inc.",Lewiston,Industrial,Animal processing,8 Wells,Well,Roanoke River (14-1),3010107,Bertie,999.02,8,92.69,8/1/2010,92.69,Groundwater,Food
2010,0383-0001,Performance Fibers Inc.,Performance Fibers - New Hill Facility,Industrial,Textile manufacturing,Haw River,River,Haw River (02-1),3030002,Chatham,73.397,8,7.347,8/1/2010,7.347,Surface Water,Textile Manufacturing
2010,0383-0002,Performance Fibers Inc.,Performance Fibers - Salisbury Facility,Industrial,Textile manufacturing,Second Creek,Stream,South Yadkin River (18-2),3040102,Rowan,151.169,8,16.616,8/1/2010,16.616,Surface Water,Textile Manufacturing
2010,0285-0007,Pilgrim's Pride,Gold Kist,Industrial,Animal processing,Deep River,River,Deep River (02-2),3030003,Lee,363.71,8,35.09,8/1/2010,35.09,Surface Water,Food
2010,0248-0001,Siemens Westinghouse Power Corporation,Charlotte Turbine Generator Service Center,Industrial,Metal/Plastic/Fiberglass manufacturing,Lake Wylie,Lake,Catawba River (03-1),3050101,Mecklenburg,2365.2,8,200.88,8/1/2010,200.88,Surface Water,Metal/Plastic/Fiberglass
2010,0429-0003,Smithfield Foods,Clinton Plant,Industrial,Animal processing,Smithfield Clinton Wells 1 and 2,Well,South River (02-4),3030006,Sampson,400.751,8,33.573,8/1/2010,33.573,Groundwater,Food
2010,0429-0002,Smithfield Foods,Smithfield Packing - Tar Heel Division,Industrial,Animal processing,9 Wells,Well,Lumber River (09-1),3040203,Bladen,593.491,8,50.747,8/1/2010,50.747,Groundwater,Food
2010,0338-0001,Teledyne Allvac,Monroe Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,Lower Pond,Pond,Rocky River (18-4),3040105,Union,730,8,62,8/1/2010,62,Surface Water,Metal/Plastic/Fiberglass
2010,0705-0001,"True Textiles, Inc.","True Elkin, Inc.",Industrial,Textile manufacturing,Big Elkin Creek and Yadkin River,Stream and River,Yadkin River (18-1),3040101,Surry,38.378,8,2.988,8/1/2010,2.988,Surface Water,Textile Manufacturing
2010,0426-0001,"Tyson Foods, Inc",River Valley Animal Foods,Industrial,Animal processing,6 Wells,Well,South Yadkin River (18-2),3040102,Iredell,49.765,8,4.898,8/1/2010,4.898,Groundwater,Food
2010,0713-0001,"Valley Proteins, Inc.","Carolina By- Products, Gastonia Division",Industrial,Animal processing,Crowders Creek and Well,Stream and Well,Catawba River (03-1),3050101,Gaston,94.2,8,7.8,8/1/2010,7.8,Surface Water,Food
2010,0601-0001,"Zink Imaging, Inc.","Zink Imaging, Inc.",Industrial,Chemical/Pharmaceutical manufacturing/processing,2 Wells,Well,Haw River (02-1),3030002,Guilford,31.164,8,3.286,8/1/2010,3.286,Groundwater,Chemical
2011,0292-0001,"Alamac American Knits, LLC",Alamac American Knits,Industrial,Textile manufacturing,"Wells 1,2,4 and 5",Well,Lumber River (09-1),3040203,Robeson,113.9,8,10.85,8/1/2011,10.85,Groundwater,Textile Manufacturing
2011,0423-0001,Allen Canning Company,Allen Canning Company #7,Industrial,Aquaculture,East and West wells,Well,South River (02-4),3030006,Sampson,79.58,8,3.96,8/1/2011,3.96,Groundwater,Animal Production and Aquaculture
2011,0004-0001,"American & Efird, Inc.",Plant 15,Industrial,Textile manufacturing,Catawba River,River,Catawba River (03-1),3050101,Gaston,220.199,8,24.334,8/1/2011,24.334,Surface Water,Textile Manufacturing
2011,0385-0001,Arauco Panels USA LLC,Moncure Division,Industrial,Wood/Paper products,Haw River,River,Haw River (02-1),3030002,Chatham,21.951,8,1.955,8/1/2011,1.955,Surface Water,Wood & Paper Products
2011,0009-0001,Archer Daniels Midland Company,Southport Plant 789,Industrial,Chemical/Pharmaceutical manufacturing/processing,Construction well,Well,Cape Fear River (02-3),3030005,Brunswick,6.844,8,3.596,8/1/2011,3.596,Groundwater,Chemical
2011,0249-0001,Baxter Healthcare Corporation,Baxter North Cove Facility,Industrial,Chemical/Pharmaceutical manufacturing/processing,"Wells 1,3,5 and 9",Well,Catawba River (03-1),3050101,McDowell,444.742,8,37.975,8/1/2011,37.975,Groundwater,Chemical
2011,0350-0001,"Blue Ridge Paper Products, Inc.",Canton Mill,Industrial,Wood/Paper products,Pigeon River,River,Pigeon River (05-3),6010106,Haywood,11507.626,8,939.424,8/1/2011,939.424,Surface Water,Wood & Paper Products
2011,0786-0001,Blue Ridge Tissue Corp,Blue Ridge Tissue Corp - Patterson Mill,Industrial,Wood/Paper products,In-take Pump and Fire Pump,River,Yadkin River (18-1),3040101,Caldwell,73.558,8,6.355,8/1/2011,6.355,Surface Water,Wood & Paper Products
2011,0095-0001,"Cascades Holdings US, Inc.",West Point Home Filter/Waste Treatment,Industrial,Textile manufacturing,"Pumps 1,2 and 3",River,Lumber River (09-1),3040203,Scotland,217.225,8,19.499,8/1/2011,19.499,Surface Water,Textile Manufacturing
2011,0353-0001,Clariant Corporation,Mt. Holly Plant,Industrial,Chemical/Pharmaceutical manufacturing/processing,"21 Deep Wells, 115 Shallow Wells, and Catawba River",River and Well,Catawba River (03-1),3050101,Mecklenburg,44.482,8,4.284,8/1/2011,4.284,Mix,Chemical
2011,0045-0001,Coats American,Sevier Finishing Plant,Industrial,Textile manufacturing,Armstrong Creek,Stream,Catawba River (03-1),3050101,McDowell,364,8,31,8/1/2011,31,Surface Water,Textile Manufacturing
2011,0382-0001,"Copland Industries, Inc","Copland Industries, Inc",Industrial,Textile manufacturing,Stoney Creek,Reservoir,Haw River (02-1),3030002,Alamance,17.52,8,1.14,8/1/2011,1.14,Surface Water,Textile Manufacturing
2011,0779-0001,Corning Incorporated,Corning - Wilmington Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"Wells 1,2,3,4 and 5",Well,Cape Fear River (02-3),3030007,New Hanover,111.14,8,11.78,8/1/2011,11.78,Groundwater,Metal/Plastic/Fiberglass
2011,0434-0001,"Dak Monomers, LLC",DAK Americas - Cape Fear Site,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River,River,Cape Fear River (02-3),3030005,Brunswick,1795.8,8,152.52,8/1/2011,152.52,Surface Water,Chemical
2011,0055-0001,"Delta Apparel, Inc.","Delta Apparel, Inc.",Industrial,Textile manufacturing,Catawba River,River,South Fork Catawba River (03-2),3030004,Catawba,348.22,8,34.007,8/1/2011,34.007,Surface Water,Textile Manufacturing
2011,0059-0003,Dupont,Dupont Company - Fayetteville,Industrial,Chemical/Pharmaceutical manufacturing/processing,Cape Fear River and DERC Clubhouse,River and Well,Cape Fear River (02-3),3030005,Bladen,3914.838,8,478.175,8/1/2011,478.175,Mix,Chemical
2011,0141-0001,Elementis Chromium L.P.,Elementis Chromium Castle Hayne Plant,Industrial,Metal/Plastic/Fiberglass manufacturing,"PW-7,8,9 and Intake Canal",River and Well,Northeast Cape Fear River (02-5),3030007,New Hanover,440.124,8,38.099,8/1/2011,38.099,Mix,Metal/Plastic/Fiberglass
2011,0818-0001,Elkay Manufacturing,Elkay Plumbing Products Company,Industrial,Metal/Plastic/Fiberglass manufacturing,"Pumps 1,2,3 and 4",Well,Lumber River (09-1),3040203,Robeson,2.86,8,0.253,8/1/2011,0.253,Groundwater,Metal/Plastic/Fiberglass
2011,0807-0001,Gavilon Fertizer,Gavilon Fertilizer - Wilmington,Industrial,Chemical/Pharmaceutical manufacturing/processing,Northeast Cape Fear River,River,Cape Fear River (02-3),3030007,New Hanover,8.64,8,0,8/1/2011,0,Surface Water,Chemical
2011,0296-0001,General Electric Company,GE Wilmington,Industrial,Chemical/Pharmaceutical manufacturing/processing,19 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,152.227,8,15.407,8/1/2011,15.407,Groundwater,Chemical
2011,0066-0001,International Paper,Riegelwood Mill,Industrial,Wood/Paper products,Lower Cape Fear River,River,Cape Fear River (02-3),3030005,Columbus,12347.91,8,1064.23,8/1/2011,1064.23,Surface Water,Wood & Paper Products
2011,0358-0002,Invista Sarl,"Invista, Sarl",Industrial,Textile manufacturing,5 Wells,Well,Cape Fear River (02-3),3030007,New Hanover,359.987,8,24.552,8/1/2011,24.552,Groundwater,Textile Manufacturing
2011,0670-0001,Jackson Paper Manufacturing Company,Jackson Paper Manufacturing Company,Industrial,Wood/Paper products,Scotts Creek,Stream,Tuskasegee River (07-2),6010203,Jackson,44.065,8,4.93,8/1/2011,4.93,Surface Water,Wood & Paper Products
